t,p_dibem_0_4_0_0_,p_exact_0_4_0_0_,error_0_4_0_0_,p_dibem_0_7_0_0_,p_exact_0_7_0_0_,error_0_7_0_0_,p_dibem_0_5_0_5_,p_exact_0_5_0_5_,error_0_5_0_5_
8.600000000000e-01,3.090795357889e-02,-5.141795881152e-03,3.604974946004e-02,-1.920463690163e-03,9.788386831632e-04,-2.899302373326e-03,-9.236835851721e-03,-7.804602548526e-03,-1.432233303195e-03
8.700000000000e-01,2.913034962252e-02,-5.825525156019e-03,3.495587477854e-02,-2.669096369237e-04,5.557838740961e-03,-5.824748377885e-03,-9.482108371202e-03,-9.226767417799e-03,-2.553409534026e-04
8.800000000000e-01,2.699204630462e-02,-6.116364265530e-03,3.310841057015e-02,1.453808618998e-03,1.014048154690e-02,-8.686672927900e-03,-9.650807524762e-03,-1.061818296096e-02,9.673754362031e-04
8.900000000000e-01,2.452700957088e-02,-6.102737359091e-03,3.062974692997e-02,3.221762320104e-03,1.443992945599e-02,-1.121816713589e-02,-9.733568834683e-03,-1.187243686622e-02,2.138868031534e-03
9.000000000000e-01,2.177467398731e-02,-5.869571098060e-03,2.764424508537e-02,5.015862112369e-03,1.818153633897e-02,-1.316567422660e-02,-9.721462027740e-03,-1.286534282340e-02,3.143880795659e-03
9.100000000000e-01,1.877920914629e-02,-5.492343639066e-03,2.427155278536e-02,6.814180503341e-03,2.112979033295e-02,-1.431560982961e-02,-9.606169906079e-03,-1.346356104587e-02,3.857391139788e-03
9.200000000000e-01,1.558869485833e-02,-5.033719861915e-03,2.062241472025e-02,8.594292569536e-03,2.311129503243e-02,-1.451700246289e-02,-9.380170582182e-03,-1.353660791754e-02,4.156437335355e-03
9.300000000000e-01,1.225422187981e-02,-4.542395403487e-03,1.679661728330e-02,1.033362859194e-02,2.403076133331e-02,-1.369713274137e-02,-9.036920032031e-03,-1.297135007974e-02,3.934430047705e-03
9.400000000000e-01,8.828936461363e-03,-4.053610428093e-03,1.288254688946e-02,1.200983204052e-02,2.387800496334e-02,-1.186817292282e-02,-8.571031705191e-03,-1.168745954318e-02,3.116427837985e-03
9.500000000000e-01,5.367048148876e-03,-3.590754900799e-03,8.957803049675e-03,1.360111620814e-02,2.272528472909e-02,-9.124168520944e-03,-7.978449764529e-03,-9.651824307318e-03,1.673374542789e-03
9.600000000000e-01,1.922821004265e-03,-3.167538845395e-03,5.090359849660e-03,1.508661281338e-02,2.071572934383e-02,-5.629116530452e-03,-7.256612418138e-03,-6.889688383126e-03,-3.669240350119e-04
9.700000000000e-01,-1.450431279333e-03,-2.790307035201e-03,1.339875755868e-03,1.644670605074e-02,1.804483415568e-02,-1.598128104940e-03,-6.404601757244e-03,-3.490429848135e-03,-2.914171909109e-03
9.800000000000e-01,-4.701326019129e-03,-2.460204193097e-03,-2.241121826032e-03,1.766334586131e-02,1.493785611549e-02,2.725489745819e-03,-5.423276531191e-03,3.935894759243e-04,-5.816866007115e-03
9.900000000000e-01,-7.781348148915e-03,-2.175018409166e-03,-5.606329739749e-03,1.872033462098e-02,1.162627468022e-02,7.094059940763e-03,-4.315384377539e-03,4.555796084871e-03,-8.871180462410e-03
1.000000000000e+00,-1.064572397260e-02,-1.930631157204e-03,-8.715092815395e-03,1.960358198711e-02,8.326301821664e-03,1.127728016544e-02,-3.085650184301e-03,8.751392046427e-03,-1.183704223073e-02
1.010000000000e+00,-1.325421461923e-02,-1.722075080480e-03,-1.153213953875e-02,2.030132329655e-02,5.221799291325e-03,1.507952400523e-02,-1.740837493423e-03,1.271900737635e-02,-1.445984486977e-02
